Store Name,Link,Phone,Email,Address,Open Hours
Mountain View Village,https://shop.lululemon.com/stores/us/riverton/mountain-view-village,385-855-1520,mountainview-store@lululemon.com,"13303 S Teal Ridge Way, Suite M-100, Riverton, UT, US, 84096",Mon - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
City Creek Center,https://shop.lululemon.com/stores/us/salt-lake-city/trolleysquare,385-338-6008,citycreek-store@lululemon.com,"50 Main Street, Suite 270, Salt Lake City, UT, US, 84101",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: Closed
Shops at South Town Pop Up,https://shop.lululemon.com/stores/us/sandy/shops-at-south-town-pop-up,385-993-4468,southtown-popup@lululemon.com,"10450 S. State St, Space 1238, Sandy, UT, US, 84070",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Red Cliffs Mall,https://shop.lululemon.com/stores/us/st--george/red-cliffs-mall-,435-986-1197,redcliffsmall-store@lululemon.com,"446 N. 1680 E. Street, Suite #1300, St. George, UT, US, 84790",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Church Street,https://shop.lululemon.com/stores/us/burlington/burlingtonvt,802-731-7389,churchstreet-store@lululemon.com,"31 Church Street, Burlington, VT, US, 05401",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Old Town,https://shop.lululemon.com/stores/us/alexandria/oldtown,703-270-0272,oldtown-store@lululemon.com,"700 King St , Alexandria, VA, US, 22314",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Fashion Centre at Pentagon City Pop Up,https://shop.lululemon.com/stores/us/arlington/fashion-centre-at-pentagon-city-pop-up,571-977-5263,fashioncentre-popup@lululemon.com,"1100 S Hayes St, E08B, Arlington, VA, US, 22202",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Clarendon Blvd,https://shop.lululemon.com/stores/us/arlington/clarendon,703-337-3222,clarendon-store@lululemon.com,"2847 Clarendon Boulevard, Suite 150, Arlington, VA, US, 22201",Mon - Sat: 10:00am - 8:00pm; Sun: 10:00am - 6:00pm
"One Loudoun, Pop Up",https://shop.lululemon.com/stores/us/ashburn/one-loudoun-pop-up,703-858-0048,oneloudoun-popup@lululemon.com,"20334 Exchange Street, Ashburn, VA, US, 20147",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Shops at Stonefield,https://shop.lululemon.com/stores/us/charlottesville/shops-at-stonefield,434-533-7939,stonefield-store@lululemon.com,"2050 Bond Street, Suite 120, Charlottesville, VA, US, 22901",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Mosaic,https://shop.lululemon.com/stores/us/fairfax/mosaic,703-260-9673,mosaic-store@lululemon.com,"2920 District Ave, Suite 105, Fairfax, VA, US, 22031",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Reston Town Center,https://shop.lululemon.com/stores/us/reston/reston-town-center,571-487-7975,restontowncenter-va@lululemon.com,"11957 Market St., Reston, VA, US, 20190",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Short Pump,https://shop.lululemon.com/stores/us/henrico/shortpumpstore,804-902-2353,shortpump-store@lululemon.com,"11800 W Broad Street, 1128, Richmond, VA, US, 23233",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
"Tysons Corner, McLean",https://shop.lululemon.com/stores/us/tysons-corner/tysonscorner,703-821-1357,tysons-store@lululemon.com,"Tysons Corner center 1961 Chain Bridge Rd, Space J17U, Tysons Corner, VA, US, 22102",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Town Center of Virginia Beach,https://shop.lululemon.com/stores/us/virginia-beach/towncenterofvirginiabeach,757-979-3986,virginiabeach-store@lululemon.com,"201 Town Center Drive, Virginia Beach, VA, US, 23462",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Colonial Williamsburg Local,https://shop.lululemon.com/stores/us/williamsburg/colonial-williamsburg-local,757-220-0218,Williamsburg-local@lululemon.com,"345 West Duke of Gloucester St, Williamsburg, VA, US, 23185",Mon: 10:00am - 7:00pm; Tue - Thu: 10:00am - 6:00pm; Fri: 10:00am - 7:00pm; Sat: 9:00am - 6:00pm; Sun: 10:00am - 6:00pm
Bellevue Square,https://shop.lululemon.com/stores/us/bellevue/bellevuesquare,425-462-5530,bellevue-store@lululemon.com,"224 Bellevue Square, Bellevue, WA, US, 98004",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Fairhaven Towers Pop Up,https://shop.lululemon.com/stores/us/bellingham/fairhaven-towers-pop-up,360-733-3552,Fairhaven-popup@lululemon.com,"1215 12th Street, Unit 101 & 102 (Fairhaven Towers), Bellingham, WA, US, 98225",Mon - Thu: 10:00am - 6:00pm; Fri - Sat: 10:00am - 7:00pm; Sun: 10:00am - 6:00pm
Village at Totem Lake,https://shop.lululemon.com/stores/us/kirkland/village-at-totem-lake,425-578-5396,totemlake-store@lululemon.com,"11900 NE Village Plaza, Suite 188, Kirkland, WA, US, 98034",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
Alderwood Mall,https://shop.lululemon.com/stores/us/lynnwood/alderwood,425-670-1344,alderwoodmall-store@lululemon.com,"3000 184th Street SW, #934, Lynnwood, WA, US, 98037",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
Crescent Court,https://shop.lululemon.com/stores/us/spokane/crescentcourt,509-646-7664,crescentcourt-store@lululemon.com,"707 W Main Avenue, #A6, Spokane, WA, US, 99201",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
St. Petersburg Showroom,https://shop.lululemon.com/stores/us/sumner/lululemon-in-motion,,stpetersburgshowroom@lululemon.com,"2201-140th Ave. East, Sumner Corporate Park - Adams Bldg, Sumner, WA, US, 98390",Mon - Sun: Closed
Tacoma Mall,https://shop.lululemon.com/stores/us/tacoma/tacoma-mall,253-243-2785,tacoma-store@lululemon.com,"4502 S. Steele Street, 923A, Tacoma, WA, US, 98409",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Westfield Southcenter Mall,https://shop.lululemon.com/stores/us/tukwila/westfieldsouthcentermall,206-672-8667,westfieldmall-store@lululemon.com,"231 SOUTHCENTER MALL, UNIT #644, Tukwila, WA, US, 98188",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Seattle Premium Outlets,https://shop.lululemon.com/stores/us/tulalip/seattle-premium-outlets,360-651-0527,seattle-outlet@lululemon.com,"10600 Quil Ceda Blvd, 419B, Tulalip, WA, US, 98271",Mon - Sun: 10:00am - 8:00pm
The Corners of Brookfield,https://shop.lululemon.com/stores/us/brookfield/the-corners-of-brookfield,262-333-6447,brookfield-store@lululemon.com,"335 High Street, Brookfield, WI, US, 53045",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Fox River Mall,https://shop.lululemon.com/stores/us/grand-chute/fox-river-mall,920-781-3267,foxriver-store@lululemon.com,"4301 West Wisconsin Ave, Unit 152, Grand Chute, WI, US, 54913",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Hilldale,https://shop.lululemon.com/stores/us/madison/hilldale,608-315-5636,hilldalemall-store@lululemon.com,"578 N. Midvale Blvd., Madison, WI, US, 53705",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Third Ward,https://shop.lululemon.com/stores/us/milwaukee/thirdward,414-296-3831,thirdward-store@lululemon.com,"322 N Water St, Milwaukee, WI, US, 53202",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Pleasant Prairie Premium Outlet Pop Up,https://shop.lululemon.com/stores/us/pleasant-prairie/pleasant-prairie-premium-outlet-pop-up,262-300-5481,pprairie-outlet@lululemon.com,"11211 120th Ave, Pleasant Prairie, WI, US, 53158",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Mayfair,https://shop.lululemon.com/stores/us/wauwatosa/mayfair,414-441-6019,MayfairWI-store@lululemon.com,"2500 North Mayfair Road, Unit 208, Wauwatosa, WI, US, 53226",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Wort Plaza Jackson Hole Pop Up,https://shop.lululemon.com/stores/us/jackson/wort-plaza-jackson-hole-pop-up,307-733-3639,jacksonhole-popup@lululemon.com,"55 Glenwood Street, Space B2, Jackson, WY, US, 83001",Mon - Sat: 10:00am - 7:00pm; Sun: 10:00am - 6:00pm
